bedrooms,bathrooms,useable_lot,price,homemarkup,liveable_space
4,3,33100,531034.35,2.65,4180
3,1.5,29719,386206.8,2.348275862,2390
4,2,7140,200055.1224,2.214367816,1260
3,1,5400,125517.21,4.320689655,1200
3,1.75,4180,323448.195,2.936781609,1790
3,1.75,8041,656551.56,9.026436782,2330
3,2.25,719.6666667,347586.12,3.738505747,1381
2,2.5,813.3333333,410344.725,4.477011494,1340
4,2.5,3601,414110.2413,2.348275862,2598
4,3.5,6477.5,1689654.75,8.884482759,3845
5,4.25,11265,708689.478,2.120114943,4110
3,2.5,43671,444137.82,2.486781609,2390
3,2,5969,251034.42,1.998275862,1810
3,1.5,3240,220089.6002,2.118390805,1670
4,2.75,8028,304137.855,2.486781609,2300
5,2.5,11029,1433696.193,9.026436782,4570
4,2.5,3723,341793.018,2.418390805,2900
3,3.5,745,482710.2242,4.063218391,1820
4,1.75,6212,282413.7225,2.120114943,2140
4,1.75,4095,323448.195,2.936781609,1670
2,2,4801,491448.153,5.029310345,1560
3,1.75,12590,248620.6275,2.418390805,1530
3,1.75,9920,226413.7365,2.136206897,1310
3,2.75,8360,654620.526,5.429885057,2770
4,3,925.3333333,561930.894,4.476436782,1670
6,2,11348.66667,498448.1513,3.786206897,2390
4,2.5,3521,748275.675,4.66954023,3310
3,2.5,3018,381379.215,4.66954023,1610
3,2.25,3715,234137.8725,2.116666667,1770
3,1.5,1378,511724.01,4.477011494,1950
4,2.5,8520,313793.025,2.65,1930
5,2.5,144,1158620.4,4.039655172,2860
3,1.75,2300,604896.4005,4.590224138,1610
3,1.5,6716,205172.3625,2.116666667,1270
6,4,4919,1074137.663,5.272988506,3600
2,1.5,1102,506896.425,4.063218391,1620
3,1.75,6830,485220.5684,4.693678161,1770
3,2.5,8553,487586.085,3.732758621,2400
3,1,13737,342661.9833,3.329310345,1720
4,1.75,7540,251034.42,3.786206897,1650
4,2.5,8975,235103.3895,2.418390805,2300
4,2.5,6811.333333,304137.855,2.214367816,2740
3,3.25,814.6666667,337930.95,4.477011494,1600
2,1,5760,236551.665,3.297126437,1120
3,2.5,8651,388137.834,3.786206897,1970
2,1,6609,144827.55,2.486781609,790
5,2.75,6300,392530.9364,5.144252874,2400
6,5,4381,3089654.4,5.272988506,7100
4,1,7081,168965.475,2.136206897,1210
3,2.5,2790,960689.415,4.477011494,2460
3,2.5,2547,236551.665,2.325862069,1720
3,1,6706,222068.91,2.486781609,1640
2,1,26452,212896.4985,3.406321839,990
3,1.75,25866,780137.736,4.254022989,2590
3,2.5,8162,621216.5344,4.693678161,2350
2,1,3020,379448.181,4.590224138,980
2,1,3300,306551.6475,4.476436782,1000
3,1.5,7885,265517.175,2.486781609,1240
4,2.75,7150,313793.025,2.681034483,2090
4,1.75,6262,366896.46,3.738505747,2030
5,3.5,8388,776275.668,5.809195402,2770
4,1,9177,178620.645,2.344827586,1760
3,1,11960,164620.6485,2.116666667,1640
4,2.25,10450,279999.93,1.998275862,1900
3,2.5,6265,231724.08,2.348275862,1520
4,2.75,9200,708689.478,2.418390805,3090
4,2.25,6160,280965.447,1.920114943,1890
4,1.75,6380,333055.0892,3.298850575,2240
4,2.5,5935,587034.336,5.144252874,2410
3,2,3850,627586.05,5.272988506,2300
4,2.75,9018,550344.69,3.732758621,3140
4,2.5,3781,439310.235,3.12816092,2440
4,2.75,4230,569655.03,4.320689655,2240
3,2.5,3973,481491.7417,4.427011494,1910
3,2.5,3594,376503.3542,3.90862069,1700
3,2.5,2741,595723.989,4.213218391,1910
4,3.25,9570,602482.608,4.66954023,2810
4,2.5,9041,627586.05,4.693678161,2290
4,2,2940,402620.589,4.063218391,2090
4,2.75,6530,535861.935,4.66954023,2170
3,2.5,8585,523310.214,4.213218391,1990
4,2.75,3203,415172.31,3.329310345,2290
3,2.25,7199,154482.72,1.920114943,1470
3,1.5,5900,419999.895,3.298850575,1740
5,3.25,12433,626620.533,2.418390805,3990
4,1.5,5500,506896.425,4.668390805,1580
2,1.5,8095,243793.0425,2.486781609,1280
2,1,7675,284827.515,3.323563218,840
4,2.5,4093.333333,523310.214,4.477011494,2020
3,1.75,7330,405517.14,4.693678161,1230
3,2.5,8443,793654.974,5.809195402,2290
3,2.25,8729,337930.95,3.800574713,1840
5,2.5,25570,458620.575,5.029310345,2300
3,1,3730,323448.195,3.297126437,2130
4,2.5,2745,564827.445,4.427011494,1950
4,2,1755.333333,603448.125,4.668390805,2190
3,2,6601,369310.2525,3.323563218,1150
3,2.75,7286,965517,5.809195402,2370
4,1.5,6892,250068.903,2.051724138,1260
3,2.5,8495,429655.065,3.257471264,2210
3,1.75,3369,342758.535,2.936781609,1960
4,2.5,21114,598620.54,5.99137931,2720
2,1,3760,357241.29,6.934482759,1040
3,2.25,13780,463448.16,5.99137931,1820
5,4,5191,1187585.91,5.272988506,4390
4,2.5,9349,721723.9575,3.329310345,2810
3,2.25,600,458620.575,4.668390805,1190
1,0.75,3248,279999.93,4.637931034,740
4,2.75,8935,626620.533,3.329310345,3130
5,3.5,3160,1041792.843,4.477011494,3740
5,2.75,3566,543103.3125,3.329310345,2920
4,2.5,6304,531034.35,3.800574713,2470
4,3.25,8922,1704137.505,8.884482759,3980
4,3.5,2429,748275.675,4.427011494,3060
4,2.75,9045,825517.035,9.026436782,2270
3,2.5,4471,468275.745,4.427011494,1880
4,1.75,9269,258758.556,2.116666667,1680
3,1,7101,333586.1235,4.254022989,1350
3,1,4260,164137.89,2.936781609,1480
3,1.75,3300,253930.971,3.297126437,1490
5,2.75,8456,688413.621,4.213218391,2580
4,2.5,8290,323448.195,2.120114943,2240
3,2,3960,627586.05,4.320689655,2520
3,2,3571,492413.67,4.590224138,1600
4,1.75,8930,482758.5,4.224712644,2290
4,2.75,3140,859310.13,4.476436782,2610
3,2.5,10291,545517.105,5.904022989,1880
4,2.25,7385,675765.3483,4.693678161,2380
3,1.75,14880,390068.868,3.193678161,1410
3,1,6640,255862.005,2.136206897,1400
4,2.5,31357,868965.3,4.66954023,3620
2,2,3156.666667,667172.247,5.355747126,1780
4,2.25,8960.333333,351448.188,3.323563218,1750
3,1.5,590,347586.12,4.477011494,1340
4,2.5,12225,835172.205,9.026436782,2260
3,1.75,13633,251034.42,2.118390805,2170
2,1,6140,265568.3474,3.323563218,1060
4,4,9978,839999.79,5.99137931,3610
3,2.25,783.3333333,531034.35,4.590224138,1700
3,1,1870,143862.033,2.348275862,1090
4,2.25,4179,399627.4863,3.12816092,1770
4,2.5,6360,350965.4295,2.325862069,2680
4,3.5,2360,2486206.275,6.934482759,3280
3,2,6900,309544.7502,3.193678161,1220
4,2.25,5320,506896.425,4.693678161,1890
3,1,2513.333333,893103.225,4.663793103,1630
3,1.5,8360,401172.3135,4.213218391,1240
4,2.5,18076.66667,1340137.596,8.884482759,3450
4,1,4965,313793.025,3.19137931,1530
3,2.5,9828,245241.318,2.418390805,1560
7,4,8146,576565.2352,5.429885057,2690
3,1.75,3400,427724.031,3.298850575,1640
4,2.5,6705,506896.425,3.298850575,2140
3,2.5,2158,453792.99,4.66954023,2120
3,3.5,3633,818758.416,4.213218391,3010
3,2.25,7552,541655.037,4.213218391,1640
4,1,4930,384275.766,4.477011494,1420
1,1,4080,516551.595,4.590224138,920
3,1.75,7000,482758.5,4.66954023,1530
4,2.5,6454,305103.372,1.920114943,2320
3,1.75,1091,234137.8725,2.344827586,1550
4,4.5,13320,1640307.176,5.809195402,3860
3,1.75,7299,219172.359,2.118390805,1510
3,2.5,7100,453792.99,3.732758621,2000
3,2.5,6158,304137.855,2.325862069,1950
4,2.5,6458,544068.8295,3.90862069,2780
4,1.5,87318,386206.8,3.995402299,1980
3,2,6643,352413.705,2.325862069,2140
4,2.5,7605,453792.99,3.323563218,2470
3,3.25,2411,961654.932,9.026436782,3620
3,1.75,11549,386206.8,3.800574713,1560
3,3.25,3252,743448.09,4.427011494,3310
3,2.5,6540,458620.575,4.66954023,2130
5,2.5,7142,994482.51,5.809195402,3050
4,3.5,4304,772365.3242,4.66954023,3030
3,1.5,7620,376551.63,4.213218391,1180
4,3,5327,690344.655,4.149425287,1986
3,1.5,2140,347586.12,4.590224138,1360
4,2.25,7050,593792.955,5.809195402,2330
4,2.75,3692,1020551.469,4.477011494,4510
4,2.5,6220,246206.835,3.329310345,1580
3,1.5,9640,199862.019,1.920114943,1460
4,2.5,6796,598620.54,3.12816092,2500
3,1.75,3396.666667,526206.765,4.477011494,1400
3,1.5,3800,424827.48,4.590224138,2260
3,2.25,2418,387172.317,5.029310345,1350
2,1,5295,272420.6216,3.298850575,700
4,2.25,8094,277103.379,2.116666667,2270
3,1.75,5030,415172.31,3.459770115,1440
4,2.5,6410,212413.74,2.174712644,2130
3,2.5,4244,331655.0895,2.486781609,1900
3,2.25,10483,402620.589,3.257471264,1840
3,2,480,570620.547,4.476436782,1460
3,1.5,12048,289655.1,4.32816092,1320
3,1,9130,352413.705,5.429885057,950
3,2.5,3402,391034.385,3.90862069,2070
3,2,3706.666667,702413.6175,4.320689655,2660
3,2.25,5966,279034.413,2.418390805,1670
2,3.25,22096,753103.26,5.904022989,3000
3,2.5,3910,246158.5592,2.118390805,1794
3,2.5,2735,318408.1963,2.681034483,1730
4,2.5,2645,273144.7593,1.750574713,1710
3,2.25,2850,340827.501,3.329310345,1900
3,3.25,753.3333333,336965.433,4.590224138,1340
5,2.25,16681,1139310.06,9.026436782,3270
5,2.5,2846.666667,555172.275,4.476436782,2760
2,1,6382,301724.0625,3.298850575,870
4,3.25,3361,482758.5,3.19137931,2670
2,2,613.3333333,675861.9,4.663793103,1490
5,1.75,5956,307517.1645,2.936781609,1550
2,1.5,4193.333333,593792.955,4.477011494,1210
4,2,3245,516551.595,4.668390805,1970
3,1.5,4150,188275.815,2.418390805,1050
3,2.5,3635,463448.16,3.90862069,2410
3,2.5,3367,654523.9743,4.66954023,2440
4,2.5,3449,506896.425,3.786206897,2450
3,2.25,6690,453744.7142,4.213218391,1620
4,1.75,2950,370758.528,2.936781609,2100
4,1.5,4182,346620.603,3.738505747,1890
4,2.5,33140,799930.8345,4.32816092,3720
3,2,3912,569655.03,4.149425287,3030
3,1,7996.666667,362068.875,3.297126437,1130
3,1.75,16764,497241.255,5.809195402,1600
3,2.5,6496,323448.195,2.65,1700
4,2.25,2883.333333,574482.615,4.320689655,1920
4,2,6310,156413.754,3.12816092,1440
4,2.25,16743,473103.33,5.429885057,2090
3,1.5,14406,299261.9942,3.257471264,1200
3,1,4493.333333,188275.815,2.214367816,1510
3,2.5,9383,337930.95,2.418390805,2440
5,1.5,15145,212413.74,2.325862069,1830
4,2.75,4578,627586.05,5.99137931,2640
3,2.5,3517,434482.65,3.786206897,2180
3,3.5,1042,603448.125,4.039655172,1560
3,2,3090,472137.813,4.668390805,1510
4,2,2500,535861.935,4.637931034,1680
4,3.5,96265,690344.655,5.029310345,3260
4,2.75,5191,531034.35,2.486781609,3080
3,1,6410,207586.155,2.486781609,1150
4,2.5,7009,233172.3555,2.120114943,2500
2,1,4556,275172.345,3.19137931,920
3,2.25,6260,516648.1467,4.254022989,2070
3,1.75,6375,337930.95,2.49137931,2010
4,3,13940,328275.78,2.120114943,2380
3,3.25,3345,507861.942,5.518390805,1220
3,1,11480,642068.805,4.149425287,1260
3,2.5,830,422413.6875,4.637931034,1260
3,1.75,8177.666667,521379.18,3.732758621,2280
5,3,4425,275172.345,3.297126437,2110
6,7.75,38300,6647584.545,15.99712644,9890
5,3,6174,530937.7983,2.65,3610
3,2.5,5360,269379.243,1.920114943,1540
2,1.75,6121,598620.54,4.224712644,1680
2,1,14511,91724.115,2.486781609,1070
3,1.75,37240,559999.86,5.029310345,2040
4,2.5,2680,337930.95,4.063218391,1530
4,2.5,6237,531034.35,4.32816092,2810
3,1,6380,217241.325,2.120114943,1290
3,1,3231.666667,536827.452,4.477011494,1800
2,1,4880,419999.895,4.320689655,720
3,2.5,13355,417103.344,5.99137931,1660
4,1,3090,796551.525,4.039655172,1820
4,1.75,10474,477930.915,5.144252874,2570
4,2.5,7147,301434.4074,1.920114943,2910
3,2,4490,674896.383,4.637931034,1820
4,2.5,3691,374610.9408,2.65,2640
4,2.75,4367.333333,753054.9842,4.66954023,2840
4,1.75,6930,381379.215,4.693678161,2060
2,1,4880,419999.895,3.297126437,2240
4,2.5,6560,713517.063,5.809195402,2780
4,2.5,4193,405468.8642,3.329310345,2220
2,1.5,4730,516551.595,4.477011494,1940
4,3.5,39340.5,615034.329,2.118390805,4083
3,1.75,3563,819723.933,5.272988506,2520
3,1.5,4138,664275.696,4.149425287,1760
3,1,6780,178620.645,1.750574713,1320
3,2.25,6848,1013792.85,4.149425287,2480
2,2.25,892,511724.01,4.590224138,1260
3,1,4230,343724.052,3.297126437,920
3,2.5,2144,365930.943,3.459770115,1580
4,2.5,2207,294482.685,2.344827586,1914
4,3.25,4021,767586.015,5.029310345,3520
2,1.75,3620,603448.125,4.590224138,1460
3,2.5,1755,201599.9496,3.297126437,1390
2,2.75,1095,535861.935,4.063218391,1950
3,2.5,657,420965.412,4.637931034,1460
4,2.5,4082,270344.76,2.118390805,1934
5,3,17418.5,453744.7142,2.418390805,3223
4,2.5,3355.5,376541.9748,2.65,2245
3,2.5,836,345655.086,4.427011494,1400
3,2.25,7803,313793.025,2.174712644,2220
4,1,6249,207586.155,1.920114943,1130
5,3,6450,337930.95,2.49137931,2520
3,2.5,9291,1002206.646,4.224712644,4570
3,2,9306.666667,328227.5042,3.298850575,1340
3,2.25,7070,531034.35,4.213218391,2160
4,1,9906.666667,265517.175,2.136206897,1340
2,1,3120,506896.425,4.477011494,880
3,2.25,10672,591861.921,4.693678161,1960
4,1.75,6608,893103.225,4.668390805,2440
4,1,2625,684551.553,4.590224138,1680
3,1.5,4595,559999.86,4.254022989,1860
3,1,7135,299310.27,3.732758621,990
3,1.75,3550,555172.275,4.668390805,1720
4,1.75,7712,546482.622,5.904022989,1900
5,4.75,13058,2848275.15,9.026436782,6240
3,1,5780,393930.936,4.477011494,1380
3,2,5383,347586.12,2.49137931,1960
3,1.75,3984,353379.222,2.344827586,1680
4,2.75,2530,685517.07,4.427011494,2940
5,3.25,5398,959723.898,5.144252874,4260
4,3.5,5810,697586.0325,4.477011494,2600
1,1,6148,259724.073,2.936781609,1020
4,1.5,3926.666667,634827.4275,5.518390805,1910
4,1.75,6910,506896.425,4.66954023,1650
3,1,9077,209517.189,2.116666667,1110
3,2.5,7055,481792.983,4.254022989,2090
3,1,3930,405517.14,4.320689655,1320
4,1.75,10930,262620.624,2.116666667,1390
2,1.5,7858,299261.9942,2.051724138,1510
4,2.25,15313,1477241.01,9.026436782,4250
3,1.5,216033,458620.575,2.214367816,1790
3,1.75,7086,516551.595,3.323563218,2020
4,2.25,6789,487586.085,4.254022989,2350
3,2.5,64145,820689.45,4.927011494,3260
3,1.5,3694,207586.155,2.418390805,1610
4,2,10556,246206.835,1.920114943,2560
3,1,5564,239448.216,2.936781609,1470
3,2,2806.666667,854482.545,4.663793103,2590
4,2.5,7325,352413.705,2.486781609,2140
3,2.25,3169,225644.2195,2.325862069,1650
1,0,18600,467310.228,5.029310345,690
5,3.5,4283,704827.41,4.32816092,3760
4,2.25,8478,318620.61,3.329310345,1790
3,2.5,173691,540689.52,3.557471264,2840
3,1.75,7188,241379.25,1.920114943,1350
3,1,2600,593744.6792,5.355747126,1500
4,2.5,7117,820689.45,5.809195402,2900
2,1,2488,353379.222,3.297126437,1210
5,2.25,7410,507018.0801,4.693678161,1950
3,2.25,8158,280965.447,2.174712644,1860
3,2.5,8808,587999.853,3.800574713,2630
3,1,6570,219172.359,1.998275862,1130
2,1,6670,333103.365,3.298850575,1130
4,1.75,6202,265517.175,2.120114943,1960
4,1.5,6165,289635.7897,2.49137931,1580
2,1.5,5040,506896.425,5.272988506,960
4,2.5,16776,708689.478,4.927011494,3490
3,2.5,9476,521379.18,4.66954023,1720
2,1,9825,105724.1115,2.136206897,800
3,2.5,4737,521379.18,3.90862069,2860
2,2.5,5800,878620.47,3.732758621,2000
5,2.25,10205,288641.3072,2.174712644,2300
5,3,7849,540641.2442,3.323563218,2730
3,2,6638,448965.405,3.732758621,1560
3,2.5,3447,444137.82,3.459770115,1690
3,2.25,452,410344.725,4.224712644,1620
5,3.5,4883,695172.24,5.99137931,4140
2,2.75,913.7142857,506896.425,4.590224138,1310
3,2.5,2990,355212.7388,2.65,2420
3,2,7040,241379.25,2.65,1590
3,2.75,2135,559999.86,5.355747126,1430
3,3.5,5225,882631.2276,5.99137931,2940
3,2.25,3251,479861.949,4.320689655,1460
3,2.5,2990,357189.1521,2.65,2420
3,2.5,863,285310.2735,3.19137931,1410
4,2.75,3730,858334.9578,5.144252874,3540
4,2.5,3405,376085.2853,2.65,2640
3,2.5,5849.5,341696.4663,2.348275862,2517
5,2.5,7160,767586.015,5.809195402,3040
3,2.75,1866,473103.33,4.693678161,1980
3,2.75,10800,288689.583,1.998275862,3080
3,2.25,10669,304137.855,3.257471264,1540
3,1,8490,294482.685,4.927011494,1160
2,2.75,4940,193055.1242,2.118390805,1590
4,3,3013.333333,753103.26,4.590224138,2440
1,1,5710,269572.3464,4.477011494,640
4,2.5,5833,681655.002,5.429885057,2740
3,1.5,5890,695172.24,4.149425287,1590
4,3,6840,839999.79,4.149425287,2940
5,3.25,4937,610689.5025,3.90862069,3500
3,1,2708,318620.61,3.19137931,1850
3,3,4984.666667,630482.601,3.297126437,3040
2,2,13560,352413.705,4.32816092,1440
3,2.5,5841,263586.141,2.174712644,1650
5,1.5,2986.666667,453792.99,4.477011494,2180
3,1.75,37312,333103.365,5.029310345,1240
4,2.5,4485,1119999.72,6.934482759,2790
3,1.5,5470,482758.5,4.477011494,2040
2,1.5,3976,241379.25,2.344827586,1200
4,1,4230,289606.8242,3.12816092,1170
4,2.5,5703,613103.295,4.427011494,3050
4,3.25,4943,2799999.3,4.663793103,4580
3,1,6018,288689.583,3.297126437,1550
4,3.5,47513,655586.043,2.50862069,3420
3,3,7640,312344.7495,2.49137931,2240
3,1,8050,321517.161,2.681034483,1250
6,4.5,6710,337930.95,3.323563218,3500
3,1,2976.666667,304137.855,2.936781609,1160
4,2.75,5660,429655.065,2.936781609,2680
3,1.5,4188,424827.48,4.668390805,1690
2,1.75,110964,386206.8,2.65,1800
3,2.25,6630,272275.794,2.120114943,2420
3,2,8102.333333,362068.875,3.298850575,1450
3,2,2546.666667,530068.833,4.476436782,2330
4,2,9649,223999.944,3.12816092,1440
4,2.5,9820,650758.458,4.693678161,2810
3,1,50440,194068.917,2.214367816,960
3,2.25,3608.333333,499172.289,4.668390805,1640
3,1.75,2860,500137.806,4.668390805,1830
4,1.5,5230,362068.875,4.693678161,1770
4,2.25,8020,542137.7955,5.429885057,2310
3,2.5,12592,260689.59,2.118390805,1808
3,2.5,3781,308965.44,3.12816092,1680
4,2.5,7071,579310.2,3.738505747,2070
3,1.75,7230,328275.78,3.786206897,1270
3,1.75,6118,348551.637,2.49137931,2130
2,2.5,7950,613103.295,3.19137931,2470
3,1,6336,313793.025,3.732758621,1150
4,2.75,6135,299310.27,2.120114943,2370
6,3.25,33161,1060137.666,5.904022989,3560
5,2.25,46211,672482.5905,4.927011494,3210
3,1.75,8970,422896.446,4.66954023,1990
3,2,15772,376551.63,3.329310345,1840
3,2.25,8427,246206.835,2.418390805,1740
4,1.75,9910,680689.485,9.026436782,1690
3,1,9560,330689.5725,3.732758621,940
3,1.75,6380,349333.7058,3.193678161,1240
3,2.5,8831,569655.03,5.144252874,2520
2,2.5,1560,154482.72,2.418390805,1660
4,2.5,3482.5,326827.5045,2.118390805,2717
4,2.5,12195,473103.33,2.418390805,3480
3,2,15900,526592.9718,2.120114943,2850
3,2.75,4269,955861.83,4.476436782,2500
2,1,2603,579261.9242,4.590224138,1150
3,3.25,1252,569655.03,5.355747126,1290
3,2.5,4056.666667,925930.803,4.477011494,2830
6,3,8554,289655.1,1.750574713,2744
4,4,9357,772317.0483,5.809195402,3650
2,1.75,1230,231530.9766,2.936781609,1290
4,2.75,6956,559034.343,3.329310345,3220
3,1,8174,220137.876,2.322988506,1190
3,1.75,10496,263103.3825,2.65,1540
4,3.5,5175,849654.96,5.518390805,2800
2,1.5,18488,260689.59,3.786206897,1380
4,2.5,7691,723172.233,5.809195402,1710
3,1.75,10220,558068.826,2.681034483,2120
2,1,2030,410344.725,4.039655172,970
2,1,4470,365930.943,4.477011494,930
2,2,1895,211448.223,2.65,1310
2,2,2875,413241.276,5.029310345,1350
4,2,5938,386206.8,3.738505747,1350
3,2.75,7293,340827.501,2.65,2170
3,2.5,8815,492365.3942,3.800574713,1970
5,2,5040,694206.723,3.297126437,3110
6,3,6116,270344.76,1.750574713,2400
2,1,7120,173696.5083,2.136206897,680
3,2.25,6020,405468.8642,3.732758621,2280
4,2.75,7578,651723.975,5.429885057,2240
4,1.75,9294.333333,695172.24,5.904022989,2620
3,2.5,6516.666667,412275.759,3.298850575,2050
4,2.25,8440,436655.0633,3.800574713,2550
3,2.75,17803,337930.95,3.193678161,3070
3,2,3578.333333,806206.695,4.477011494,1570
3,2.25,5906,774344.634,4.590224138,2170
3,1.5,7820,787861.872,8.884482759,1180
4,2.25,5583,347586.12,3.442528736,1930
3,1,8630,233655.114,3.257471264,970
4,1.75,6696,540689.52,4.213218391,1740
3,1,9655.333333,202662.0183,2.418390805,1030
4,2.5,4199,309930.957,2.348275862,2430
3,1.75,9650,434482.65,5.429885057,1850
3,3.25,8520,1113241.101,5.809195402,3780
3,2,5900,444137.82,3.738505747,1860
3,2.75,11604,415172.31,3.557471264,2600
3,1,5058,321517.161,3.297126437,1620
5,2.5,6005,772413.6,5.99137931,3320
2,1,6338,114051.6956,2.136206897,790
4,2.5,5580,335999.916,2.486781609,2720
3,1,6159.333333,164041.3383,2.214367816,910
3,1.75,4478,434482.65,4.668390805,1830
4,1.75,4650,535861.935,4.668390805,2350
3,1,5700,304137.855,3.323563218,1390
4,2.5,10119,1069792.836,5.809195402,3320
3,1.5,2146.333333,567723.996,4.590224138,1780
3,1.5,10421,206137.8795,2.136206897,1150
5,2.5,6262,347586.12,3.329310345,2130
3,3.25,783,410344.725,4.590224138,1410
3,2.5,5701,259724.073,2.418390805,1730
3,2.25,3910,424827.48,5.272988506,1760
3,1,5100,234620.631,2.136206897,1500
3,1.75,7420,226896.495,1.920114943,1380
3,1.5,9340,275172.345,1.920114943,1380
1,1,4540,254896.488,3.298850575,710
5,3.25,21845,613103.295,5.144252874,3710
3,1,8714,164089.6142,2.418390805,1180
5,2.25,25530,405517.14,2.118390805,3070
3,2.5,6431,531034.35,4.427011494,2080
4,1,4720,299310.27,3.459770115,1030
4,1.75,2720,946206.66,5.518390805,2120
3,1.75,6995,327305.4354,3.193678161,1320
4,2.5,3815,511724.01,3.90862069,3020
3,2.5,25625,709654.995,4.427011494,3020
3,1,8260,222068.91,2.116666667,1190
3,2.5,8917,308917.1642,2.214367816,1980
3,3.5,788,564827.445,4.320689655,1700
3,1.75,3846.666667,318524.0583,3.297126437,1670
2,1,4320,279034.413,4.149425287,780
2,1,2990,371724.045,3.297126437,1010
2,1.5,2010,531034.35,4.039655172,1300
4,2.5,6430,226413.7365,2.118390805,1960
4,2.75,5630,251034.42,2.120114943,2250
4,1.75,7720,321517.161,2.486781609,1880
2,1,4120,352413.705,4.476436782,680
4,2.25,6713,411310.242,3.732758621,2120
3,1,7557,318620.61,3.298850575,1570
3,2.25,7125,343724.052,2.486781609,2280
4,2.5,4005,386206.8,2.486781609,2150
2,1,3945,149655.135,3.297126437,810
4,2.75,7730,617930.88,8.884482759,2100
4,1.5,4863.333333,482758.5,4.320689655,1330
4,1,4340,410344.725,4.590224138,1080
4,3,3823,923999.769,4.637931034,2370
4,2.5,8356,601517.091,5.809195402,2980
4,1.75,7352,366896.46,4.254022989,1790
3,2.5,3510,306986.1302,2.418390805,1980
4,2,7367,301241.304,2.051724138,1890
3,1.75,7720,429655.065,3.732758621,1850
4,2.5,7388,269379.243,2.418390805,2040
2,0.75,3870,531034.35,5.355747126,1040
3,1.75,7300,217241.325,2.348275862,1610
2,2,2452,468275.745,5.029310345,1510
4,3,1870,1073654.904,4.663793103,2770
2,1.75,92920,481792.983,4.224712644,2040
4,2,8509,217241.325,2.418390805,2220
3,1.75,3600,382344.732,2.936781609,2340
3,1.75,6510,613103.295,4.254022989,2940
4,3,9020,907585.98,9.026436782,2720
3,3.5,670,550344.69,4.476436782,1460
3,2.5,9305,642068.805,4.224712644,2630
4,2.5,6880,642068.805,4.254022989,2080
3,1,10255,437379.201,5.809195402,1210
3,2,39406,506896.425,5.99137931,1600
4,1,3786.666667,738620.505,4.063218391,2520
4,2.25,9366,565792.962,5.809195402,2130
3,3.25,81820,703861.893,2.65,2250
3,1,-71,768551.532,4.039655172,1980
4,2.25,9032,1110344.55,4.254022989,3740
3,2.5,7875,346620.603,2.344827586,2430
5,2.5,4201.5,318620.61,2.118390805,3597
4,2.5,4182,458620.575,2.486781609,3150
3,2.25,15726,521379.18,3.193678161,2100
3,1.75,3530,323448.195,4.477011494,1270
5,3,9600,671034.315,4.66954023,3290
2,1.75,10416,419999.895,5.144252874,1910
3,1.75,6092,323399.9192,3.329310345,1880
4,1.5,2400,540689.52,4.590224138,1790
4,2.5,5943,291586.134,2.118390805,1740
5,2.75,9911,370758.528,2.118390805,3220
2,1.75,5120,442206.786,3.738505747,990
3,2.5,7154,282896.481,2.65,1690
3,1.75,17826,482758.5,5.144252874,2420
3,1.75,6767,419517.1365,4.32816092,1930
2,1,4110,337930.95,3.459770115,1280
4,2.25,8899,289655.1,2.486781609,1740
3,2.75,8626,531034.35,5.809195402,1960
3,2.5,36439,434482.65,2.418390805,2790
5,3,3683,415172.31,3.12816092,3880
2,1,6850,82068.945,1.998275862,830
4,1.75,9722,221972.3583,2.174712644,1550
4,3.75,3453.333333,378482.664,3.19137931,2220
4,3.5,38593,1707999.573,5.029310345,5440
3,1.75,2930,593792.955,4.039655172,1920
3,1.75,5670,295448.202,2.174712644,1980
4,2.25,6470,279034.413,2.486781609,1930
3,2.5,4973,424827.48,3.90862069,2230
3,2,6200,231724.08,2.116666667,1300
3,1.75,8185,663792.9375,3.738505747,2450
2,2,2411,434482.65,5.029310345,1510
3,3.25,3030,897930.81,4.320689655,2950
1,1,8360,106206.87,3.459770115,640
2,1,8838,192041.3313,2.418390805,1210
2,1.75,5400,740068.7805,5.518390805,2230
3,1,5743,296896.4775,3.732758621,980
5,2.5,8348,838551.5145,9.026436782,2490
3,1.5,8571,434482.65,3.800574713,1440
3,2.5,3242,506896.425,6.934482759,1740
2,1.75,108015,550344.69,4.224712644,2870
4,2.25,6565,555172.275,4.693678161,2060
3,2,8760,142317.2058,2.681034483,1080
3,2.75,1978,475999.881,4.476436782,1720
3,2.5,40893,602482.608,4.32816092,2510
5,3.5,6805,593792.955,3.90862069,2950
3,1,5995,342758.535,3.738505747,1360
2,1.5,9841,406482.657,3.323563218,1400
3,2.5,32145,608275.71,5.029310345,2320
2,1,2600,289606.8242,3.297126437,800
4,1,3900,376551.63,4.149425287,1280
4,1.75,5810,518482.629,4.693678161,2230
3,1.75,4171,653172.2505,4.476436782,1300
4,2.25,7120,651723.975,4.693678161,2260
3,2.5,5998,468275.745,3.90862069,2270
3,1,9140,386206.8,5.429885057,1060
4,3.5,3305,424827.48,2.344827586,3180
4,3.75,6272,917192.8742,5.99137931,4120
4,3.5,4680,1163447.985,4.668390805,3590
3,2.5,8049,1222846.591,8.884482759,3060
2,2.5,2086.666667,443172.303,4.637931034,1240
3,2.5,770.3333333,752137.743,5.355747126,1580
4,3,4819,782068.77,5.029310345,3990
4,1.75,5484,328275.78,3.732758621,1900
2,2,3270,540689.52,5.029310345,1680
